CTY_CODE,CTY_NAME,GEN_VAL_MO,time,year,month,quarter,mom_change,rolling_3_month_avg,rolling_6_month_avg,historical_mean,historical_std,deviation_from_avg,high_disruption_risk
3720,FALKLAND ISLANDS (ISLAS MALVINAS),302995,2023-07-01,2023,7,3,-0.9636334459714915,3131426.6666666665,3528202.5,1794382.8604651163,2456084.583668511,-0.6072217017206781,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),2960093,2023-08-01,2023,8,3,8.7694450403472,3864927.3333333335,4013608.0,1820876.2727272727,2433710.7218542704,0.4680986598130881,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),1389309,2023-09-01,2023,9,3,-0.5306535977079099,1550799.0,3102046.5,1811285.888888889,2406755.9746889137,-0.17533015117722178,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),357888,2023-10-01,2023,10,4,-0.7423985592837878,1569096.6666666667,2350261.6666666665,1779690.2826086956,2389492.343066457,-0.5950227405977304,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),29279,2023-11-01,2023,11,4,-0.9181894894492132,592158.6666666666,2228543.0,1742447.4893617022,2377128.6298150974,-0.7206881730648961,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),14645,2023-12-01,2023,12,4,-0.49981215205437346,133937.33333333334,842368.1666666666,1706451.6041666667,2364890.2259881054,-0.7153848350232794,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),1962292,2024-01-01,2024,1,1,132.99057698873335,668738.6666666666,1118917.6666666667,1711672.836734694,2340411.6901542605,0.10708336670835349,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),3321027,2024-02-01,2024,2,1,0.6924224325431689,1765988.0,1179073.3333333333,1743859.92,2327561.177073976,0.6776049951059454,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),7084,2024-03-01,2024,3,1,-0.9978669249000385,1763467.6666666667,948702.5,1709805.4901960783,2316966.7943270863,-0.7348924871798163,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),6095676,2024-04-01,2024,4,2,859.485036702428,3141262.3333333335,1905000.5,1794149.1538461538,2373392.9383999854,1.8123955694642393,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),3883987,2024-05-01,2024,5,2,-0.3628291595550682,3328915.6666666665,2547451.8333333335,1833580.0566037735,2367925.5529841646,0.8659085336581688,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),3255,2024-06-01,2024,6,2,-0.9991619436419329,3327639.3333333335,2545553.5,1799685.148148148,2358668.3370603817,-0.7616289750966202,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),5241862,2024-07-01,2024,7,3,1609.4030721966205,3043034.6666666665,3092148.5,1862270.1818181819,2382377.1116360906,1.418579704143016,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),1708480,2024-08-01,2024,8,3,-0.6740700155784338,2317865.6666666665,2823390.6666666665,1859523.9285714286,2360709.242363034,-0.0639824362360847,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),527260,2024-09-01,2024,9,3,-0.6913864955984267,2492534.0,2910086.6666666665,1836150.8771929825,2346182.062285769,-0.5578812054840259,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),0,2024-10-01,2024,10,4,-1.0,745246.6666666666,1894140.6666666667,1804493.103448276,2337975.044817178,-0.771818804246211,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),4271,2024-11-01,2024,11,4,,177177.0,1247521.3333333333,1773980.8644067796,2329552.0047902986,-0.759678195965445,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),1467,2024-12-01,2024,12,4,-0.6565207211425896,1912.6666666666667,1247223.3333333333,1744438.9666666666,2321033.4105172176,-0.7509465218246315,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),7424344,2025-01-01,2025,1,1,5059.902522154056,2476694.0,1610970.3333333333,1837552.1639344261,2413769.584907075,2.3145505979522287,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),4037,2025-02-01,2025,2,1,-0.9994562482557382,2476616.0,1326896.5,1807979.3387096773,2405201.236167752,-0.7500172175131297,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),0,2025-03-01,2025,3,1,-1.0,2476127.0,1239019.8333333333,1779281.253968254,2396575.096308184,-0.7424266640795678,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),0,2025-04-01,2025,4,2,,1345.6666666666667,1239019.8333333333,1751479.984375,2387859.0112259695,-0.733493885585715,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),7352865,2025-05-01,2025,5,2,,2450955.0,2463785.5,1837655.1384615384,2468902.4171257247,2.233871141800421,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),1923,2025-06-01,2025,6,2,-0.9997384692905419,2451596.0,2463861.5,1809841.0151515151,2460236.131577083,-0.7348554847833192,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),6084098,2025-07-01,2025,7,3,3162.857514300572,4479628.666666667,2240487.1666666665,1873635.8955223882,2496743.6840149756,1.6863813980724014,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),765,2025-08-01,2025,8,3,-0.999874262380389,2028928.6666666667,2239941.8333333335,1846093.6764705882,2488427.4778326056,-0.7415641777424232,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),163,2025-09-01,2025,9,3,-0.7869281045751634,2028342.0,2239969.0,1819341.0579710144,2480038.704975892,-0.7335280914451286,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),3177,2025-10-01,2025,10,4,18.49079754601227,1368.3333333333333,2240498.5,1793395.857142857,2471552.8934706086,-0.7243295750911455,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),1410,2025-11-01,2025,11,4,-0.5561850802644004,1583.3333333333333,1015256.0,1768156.61971831,2463034.0483003384,-0.717304992571047,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),1040,2025-12-01,2025,12,4,-0.26241134751773054,1875.6666666666667,1015108.8333333334,1743613.3333333333,2454478.232366657,-0.7099567274031635,1
3720,FALKLAND ISLANDS (ISLAS MALVINAS),1576,2026-01-01,2026,1,1,0.5153846153846153,1342.0,1355.1666666666667,1719749.808219178,2445886.6372202826,-0.7024748334909993,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),1349,2026-02-01,2026,2,1,-0.1440355329949239,1321.6666666666667,1452.5,1696528.1756756757,2437276.216911436,-0.6955219781465064,0
3720,FALKLAND ISLANDS (ISLAS MALVINAS),955,2026-03-01,2026,3,1,-0.29206819866567824,1293.3333333333333,1584.5,1673920.5333333334,2428656.776406386,-0.6888439525854999,1
3XXX,SOUTH AMERICA,6279026147,2020-01-01,2020,1,1,,6279026147.0,6279026147.0,6279026147.0,,,0
3XXX,SOUTH AMERICA,5068414941,2020-02-01,2020,2,1,-0.1928023833088205,5673720544.0,5673720544.0,5673720544.0,856031393.1430244,-0.7071067811865475,0
3XXX,SOUTH AMERICA,5548876607,2020-03-01,2020,3,1,0.09479525090051233,5632105898.333333,5632105898.333333,5632105898.333333,609581995.489598,-0.13653502227618408,0
3XXX,SOUTH AMERICA,4171783721,2020-04-01,2020,4,2,-0.24817507822444174,4929691756.333333,5267025354.0,5267025354.0,883663975.4753757,-1.2394322541108502,1
3XXX,SOUTH AMERICA,4034798167,2020-05-01,2020,5,2,-0.03283620704267087,4585152831.666667,5020579916.6,5020579916.6,943039386.3678737,-1.045324048867937,0
3XXX,SOUTH AMERICA,4736118567,2020-06-01,2020,6,2,0.17381796337075617,4314233485.0,4973169691.666667,4973169691.666667,851437022.898495,-0.278412986858016,0
3XXX,SOUTH AMERICA,4902117318,2020-07-01,2020,7,3,0.03504953447674097,4557678017.333333,4743684886.833333,4963019352.571428,777715913.6352093,-0.07830884453265108,0
3XXX,SOUTH AMERICA,5193208184,2020-08-01,2020,8,3,0.05938064046960867,4943814689.666667,4764483760.666667,4991792956.5,724609825.0367804,0.2779636992774372,0
3XXX,SOUTH AMERICA,5140560990,2020-09-01,2020,9,3,-0.010137701423602263,5078628830.666667,4696431157.833333,5008322738.0,679622010.2456173,0.19457617617800332,0
3XXX,SOUTH AMERICA,5768297966,2020-10-01,2020,10,4,0.12211448852005558,5367355713.333333,4962516865.333333,5084320260.8,684340292.783141,0.9994701647894111,0
3XXX,SOUTH AMERICA,5063200030,2020-11-01,2020,11,4,-0.12223673952976233,5324019662.0,5133917175.833333,5082400239.818182,649253435.8631771,-0.029572750420112096,0
3XXX,SOUTH AMERICA,6183398684,2020-12-01,2020,12,4,0.22124321523200807,5671632226.666667,5375130528.666667,5174150110.166667,695863188.5771683,1.4503548835467843,0
3XXX,SOUTH AMERICA,5171930170,2021-01-01,2021,1,1,-0.1635780847541417,5472842961.333333,5420099337.333333,5173979345.538462,666238564.5317366,-0.0030757384029577164,0
3XXX,SOUTH AMERICA,5423436648,2021-02-01,2021,2,1,0.04862913259325774,5592921834.0,5458470748.0,5191797724.285714,643563989.9740152,0.35993145564847184,0
3XXX,SOUTH AMERICA,6461569747,2021-03-01,2021,3,1,0.19141610133545717,5685645521.666667,5678638874.166667,5276449192.466666,701483267.4502056,1.6894494986902293,0
3XXX,SOUTH AMERICA,6840041468,2021-04-01,2021,4,2,0.05857272084321585,6241682621.0,5857262791.166667,5374173709.6875,782352109.433573,1.8736675476899984,0
3XXX,SOUTH AMERICA,6547116437,2021-05-01,2021,5,2,-0.0428250372999055,6616242550.666667,6104582192.333333,5443170340.705882,809165769.9453738,1.3643015279411097,0
3XXX,SOUTH AMERICA,6881845656,2021-06-01,2021,6,2,0.05112620528761802,6756334520.333333,6220990021.0,5523096747.111111,855115623.6550324,1.5889651309154782,0
3XXX,SOUTH AMERICA,7159372341,2021-07-01,2021,7,3,0.04032736258158254,6862778144.666667,6552230382.833333,5609216515.210526,911874398.9834555,1.6999663851924838,0
3XXX,SOUTH AMERICA,7350288286,2021-08-01,2021,8,3,0.0266665757704303,7130502094.333333,6873372322.5,5696270103.75,969183946.3903284,1.7066091410307596,0
3XXX,SOUTH AMERICA,7968070054,2021-09-01,2021,9,3,0.08404864461937911,7492576893.666667,7124455707.0,5804451053.761905,1066825722.739538,2.028090393885577,0
3XXX,SOUTH AMERICA,8140639077,2021-10-01,2021,10,4,0.0216575684990834,7819665805.666667,7341221975.166667,5910641418.454545,1154123792.067006,1.9321997119144267,0
3XXX,SOUTH AMERICA,7715311002,2021-11-01,2021,11,4,-0.05224750427785119,7941340044.333333,7535921069.333333,5989105313.391304,1188720992.8951693,1.452153784551634,0
3XXX,SOUTH AMERICA,7909074859,2021-12-01,2021,12,4,0.025114199148909444,7921674979.333333,7707125936.5,6069104044.458333,1226872218.03041,1.4997249000352377,0
3XXX,SOUTH AMERICA,8511775035,2022-01-01,2022,1,1,0.07620362517041634,8045386965.333333,7932526385.5,6166810884.08,1296597004.516923,1.808552806115475,0
3XXX,SOUTH AMERICA,7005440687,2022-02-01,2022,2,1,-0.17697064851996525,7808763527.0,7875051785.666667,6199065876.5,1281002434.9601128,0.6294873362400037,0
3XXX,SOUTH AMERICA,8726841807,2022-03-01,2022,3,1,0.2457234593670039,8081352509.666667,8001513744.5,6292687207.259259,1347036324.7869513,1.807044513165396,0
3XXX,SOUTH AMERICA,8499666583,2022-04-01,2022,4,2,-0.026031779769145946,8077316359.0,8061351662.166667,6371507899.25,1386094709.647213,1.5353631097052929,0
3XXX,SOUTH AMERICA,8809401197,2022-05-01,2022,5,2,0.036440795762447076,8678636529.0,8243700028.0,6455573185.379311,1434428236.3243709,1.640952089490528,0
3XXX,SOUTH AMERICA,9821813356,2022-06-01,2022,6,2,0.11492406082547046,9043627045.333334,8562489777.5,6567781191.066667,1537645042.3842888,2.1162440454317055,0
3XXX,SOUTH AMERICA,9582243261,2022-07-01,2022,7,3,-0.02439163587380233,9404485938.0,8740901148.5,6665021903.0,1605823455.9252448,1.8166513555620925,0
3XXX,SOUTH AMERICA,9111170550,2022-08-01,2022,8,3,-0.049161005222783216,9505075722.333334,9091856125.666666,6741464048.21875,1637826288.6059425,1.4468607069424053,0
3XXX,SOUTH AMERICA,8699471686,2022-09-01,2022,9,3,-0.04518616589829938,9130961832.333334,9087294438.833334,6800797613.0,1647672049.4164395,1.1523373681506939,0
3XXX,SOUTH AMERICA,8748542707,2022-10-01,2022,10,4,0.0056406897764802455,8853061647.666666,9128773792.833334,6858084233.411765,1656543252.4152622,1.1412068298439664,0
3XXX,SOUTH AMERICA,8091339823,2022-11-01,2022,11,4,-0.0751214123323819,8513118072.0,9009096897.166666,6893320107.4,1645260014.9032786,0.7281643659652359,0
3XXX,SOUTH AMERICA,8456622514,2022-12-01,2022,12,4,0.04514489552912693,8432168348.0,8781565090.166666,6936745174.25,1642384724.9716947,0.925408837917799,0
3XXX,SOUTH AMERICA,8564196799,2023-01-01,2023,1,1,0.01272071501617944,8370719712.0,8611890679.833334,6980730353.2972975,1641366135.8462973,0.9647246955574958,0
3XXX,SOUTH AMERICA,7770700109,2023-02-01,2023,2,1,-0.09265278561705315,8263839807.333333,8388478939.666667,7001519031.078947,1624097340.119042,0.4736052814818809,0
3XXX,SOUTH AMERICA,9110918675,2023-03-01,2023,3,1,0.17247076160457708,8481938527.666667,8457053437.833333,7055606201.435898,1637794454.816143,1.2549269949719235,0
3XXX,SOUTH AMERICA,8169973911,2023-04-01,2023,4,2,-0.10327660662606009,8350530898.333333,8360625305.166667,7083465394.175,1626234093.1556032,0.668113232527735,0
3XXX,SOUTH AMERICA,8472381600,2023-05-01,2023,5,2,0.03701452321565446,8584424728.666667,8424132268.0,7117341399.195122,1620361788.2927082,0.8362578101971995,0
3XXX,SOUTH AMERICA,8555284508,2023-06-01,2023,6,2,0.009785077197183911,8399213339.666667,8440575933.666667,7151578139.880953,1615786019.5295122,0.8687452120224318,0
3XXX,SOUTH AMERICA,8423573337,2023-07-01,2023,7,3,-0.015395299931502904,8483746481.666667,8417138690.0,7181159423.5348835,1608176188.434096,0.7725608191443704,0
3XXX,SOUTH AMERICA,8702075349,2023-08-01,2023,8,3,0.03306221728689618,8560311064.666667,8572367896.666667,7215725694.568182,1605820085.2638652,0.9256016088424899,0
3XXX,SOUTH AMERICA,9284463668,2023-09-01,2023,9,3,0.06692522135733125,8803370784.666666,8601292062.166666,7261697649.533334,1617144461.149413,1.2508258025562853,0
3XXX,SOUTH AMERICA,8259174773,2023-10-01,2023,10,4,-0.11043060015774298,8748571263.333334,8616158872.5,7283381934.826087,1605824151.125971,0.607658589198392,0
3XXX,SOUTH AMERICA,8614686699,2023-11-01,2023,11,4,0.04304448516602433,8719441713.333334,8639876389.0,7311707568.106383,1600100992.1921158,0.8143105574283493,0
3XXX,SOUTH AMERICA,9086005816,2023-12-01,2023,12,4,0.05471111526954431,8653289096.0,8728329940.333334,7348672114.9375,1603569254.6638856,1.0834166943582688,0
3XXX,SOUTH AMERICA,9982248369,2024-01-01,2024,1,1,0.09863988326110928,9227646961.333334,8988109112.333334,7402418569.102041,1630769202.2107027,1.5819711314149734,0
3XXX,SOUTH AMERICA,8298325102,2024-02-01,2024,2,1,-0.16869178212690494,9122193095.666666,8920817404.5,7420336699.76,1619008191.6544359,0.5423001605339618,0
3XXX,SOUTH AMERICA,8896377066,2024-03-01,2024,3,1,0.07206899665281385,9058983512.333334,8856136304.166666,7449278667.725491,1616008442.7832582,0.8954770036858011,0
3XXX,SOUTH AMERICA,9057904370,2024-04-01,2024,4,2,0.01815652628049258,8750868846.0,8989257903.666666,7480213777.384615,1615562052.3511887,0.9765583378981403,0
3XXX,SOUTH AMERICA,9938454360,2024-05-01,2024,5,2,0.09721343414889683,9297578598.666666,9209885847.166666,7526595675.169811,1635195865.082078,1.4749662326898842,0
3XXX,SOUTH AMERICA,9273425313,2024-06-01,2024,6,2,-0.06691473572355366,9423261347.666666,9241122430.0,7558944372.166667,1637047002.0936513,1.0473009868627168,0
3XXX,SOUTH AMERICA,10055481887,2024-07-01,2024,7,3,0.08433308595300493,9755787186.666666,9253328016.333334,7604335963.345454,1656386577.9724672,1.4798151326817195,0
3XXX,SOUTH AMERICA,10413422738,2024-08-01,2024,8,3,0.03559658850987102,9914109979.333334,9605844289.0,7654498227.178572,1683639721.35444,1.6386667977885152,0
3XXX,SOUTH AMERICA,9654219645,2024-09-01,2024,9,3,-0.07290620116953139,10041041423.333334,9732151385.5,7689581059.070175,1689431851.7800243,1.1628989851587304,0
3XXX,SOUTH AMERICA,9520141272,2024-10-01,2024,10,4,-0.013888059100606864,9862594551.666666,9809190869.166666,7721142442.051724,1691709685.7161262,1.0634205414428022,0
3XXX,SOUTH AMERICA,10035603141,2024-11-01,2024,11,4,0.05414435083185598,9736654686.0,9825382332.666666,7760370589.491526,1703916335.6906598,1.3352959319955338,0
3XXX,SOUTH AMERICA,10114759636,2024-12-01,2024,12,4,0.007887567282987673,9890168016.333334,9965604719.833334,7799610406.933333,1716539448.266701,1.3487305703369765,0
3XXX,SOUTH AMERICA,10833348845,2025-01-01,2025,1,1,0.07104362682454957,10327903874.0,10095249212.833334,7849343823.95082,1745931669.632912,1.709119018201083,0
3XXX,SOUTH AMERICA,9054198743,2025-02-01,2025,2,1,-0.16422900503394622,10000769074.666666,9868711880.333334,7868776967.806452,1738309452.7212353,0.6819394402635449,0
3XXX,SOUTH AMERICA,10438138845,2025-03-01,2025,3,1,0.1528506432521104,10108562144.333334,9999365080.333334,7909560489.666667,1754357422.0573142,1.4413131118789346,0
3XXX,SOUTH AMERICA,10750017807,2025-04-01,2025,4,2,0.02987879033141949,10080785131.666666,10204344502.833334,7953942635.25,1776226917.65761,1.5741655212822185,0
3XXX,SOUTH AMERICA,10824379611,2025-05-01,2025,5,2,0.00691736565790424,10670845421.0,10335807247.833334,7998103204.107693,1797900330.3843553,1.5719872559832644,0
3XXX,SOUTH AMERICA,9579290116,2025-06-01,2025,6,2,-0.1150264070316519,10384562511.333334,10246562327.833334,8022060581.560606,1794602116.735384,0.8677296877773655,0
3XXX,SOUTH AMERICA,10560503938,2025-07-01,2025,7,3,0.10243074487963444,10321391221.666666,10201088176.666666,8059947795.835821,1807753961.189272,1.3832391994976636,0
3XXX,SOUTH AMERICA,8734888413,2025-08-01,2025,8,3,-0.17287200835472105,9624894155.666666,10147869788.333334,8069873393.1470585,1796078460.3944585,0.3702594483021023,0
3XXX,SOUTH AMERICA,8459535220,2025-09-01,2025,9,3,-0.031523378431508764,9251642523.666666,9818102517.5,8075520666.0,1783440127.5322628,0.2153223694318009,0
3XXX,SOUTH AMERICA,8946037965,2025-10-01,2025,10,4,0.05750939411538969,8713487199.333334,9517439210.5,8087956627.414286,1773524148.4968152,0.4838283923638693,0
3XXX,SOUTH AMERICA,7802442849,2025-11-01,2025,11,4,-0.12783258024101174,8402672011.333333,9013783083.5,8083935306.591549,1761136546.3446589,-0.15983568007591623,0
3XXX,SOUTH AMERICA,10431404036,2025-12-01,2025,12,4,0.3369407809679683,9059961616.666666,9155802070.166666,8116539038.944445,1770438827.7309277,1.3075091671042869,0
3XXX,SOUTH AMERICA,10143049158,2026-01-01,2026,1,1,-0.02764295937582839,9458965347.666666,9086226273.5,8144299451.534246,1774028275.250511,1.1266729704088339,0
3XXX,SOUTH AMERICA,9188745579,2026-02-01,2026,2,1,-0.0940844872320592,9921066257.666666,9161869134.5,8158413588.3918915,1766014091.8376648,0.5834222928175924,0
3XXX,SOUTH AMERICA,10556443656,2026-03-01,2026,3,1,0.14884491743092143,9962746131.0,9511353873.833334,8190387322.626667,1775762857.107974,1.3324168392770175,0
4000,ICELAND,36146739,2020-01-01,2020,1,1,,36146739.0,36146739.0,36146739.0,,,0
4000,ICELAND,36319038,2020-02-01,2020,2,1,0.004766654054187303,36232888.5,36232888.5,36232888.5,121833.79129166095,0.7071067811865476,0
4000,ICELAND,36022751,2020-03-01,2020,3,1,-0.00815789779453957,36162842.666666664,36162842.666666664,36162842.666666664,148798.49680804263,-0.9414857654603145,0
4000,ICELAND,26908035,2020-04-01,2020,4,2,-0.25302664974143707,33083274.666666668,33849140.75,33849140.75,4628998.4768323535,-1.4994832650603578,1
4000,ICELAND,36242028,2020-05-01,2020,5,2,0.3468849732059587,33057604.666666668,34327718.2,34327718.2,4149204.990372215,0.46136785346637427,0
4000,ICELAND,31419347,2020-06-01,2020,6,2,-0.13306873997227753,31523136.666666668,33842989.666666664,33842989.666666664,3896471.75632888,-0.6220095558834837,0
4000,ICELAND,36472179,2020-07-01,2020,7,3,0.1608191284179139,34711184.666666664,33897229.666666664,34218588.14285714,3693182.407776091,0.6102029654419084,0
4000,ICELAND,27977148,2020-08-01,2020,8,3,-0.23291810999282492,31956224.666666668,32506914.666666668,33438408.125,4069463.038594385,-1.3420100080049748,1
4000,ICELAND,38380704,2020-09-01,2020,9,3,0.37185906154551573,34276677.0,32899906.833333332,33987552.11111111,4147830.192041751,1.059144585358828,0
4000,ICELAND,41505106,2020-10-01,2020,10,4,0.08140554170137171,35954319.333333336,35332752.0,34739307.5,4576488.431115649,1.4783820830834362,0
4000,ICELAND,31416646,2020-11-01,2020,11,4,-0.24306551584279779,37100818.666666664,34528521.666666664,34437247.36363637,4455722.759542164,-0.6779150155084471,1
4000,ICELAND,45483948,2020-12-01,2020,12,4,0.4477658754534142,39468566.666666664,36872621.833333336,35357805.75,5312037.061207004,1.9062634792120845,0
4000,ICELAND,36138367,2021-01-01,2021,1,1,-0.2054698725801023,37679653.666666664,36816986.5,35417848.92307692,5090493.784388495,0.141541883251633,1
4000,ICELAND,34167040,2021-02-01,2021,2,1,-0.05454942111800454,38596451.666666664,37848635.166666664,35328505.428571425,4902199.623627975,-0.23692740356253766,0
4000,ICELAND,55821513,2021-03-01,2021,3,1,0.6337825284250553,42042306.666666664,40755436.666666664,36694705.93333333,7093136.00292127,2.696523379615081,0
4000,ICELAND,37209464,2021-04-01,2021,4,2,-0.33342071899770975,42399339.0,40039496.333333336,36726878.3125,6853828.671424605,0.07041111043700658,1
4000,ICELAND,53527993,2021-05-01,2021,5,2,0.43855856133805093,48852990.0,43724720.833333336,37715179.176470585,7787399.318931163,2.030564142908207,0
4000,ICELAND,42462168,2021-06-01,2021,6,2,-0.20672968254199253,44399875.0,43221090.833333336,37978900.777777776,7637290.210218225,0.5870232895201348,1
4000,ICELAND,49904884,2021-07-01,2021,7,3,0.17527875637438006,48631681.666666664,45515510.333333336,38606584.10526316,7910340.506861481,1.428295012703514,0
4000,ICELAND,48106969,2021-08-01,2021,8,3,-0.03602683456793532,46824673.666666664,47838831.833333336,39081603.35,7987052.72139203,1.129999508558021,0
4000,ICELAND,51790440,2021-09-01,2021,9,3,0.07656834501462773,49934097.666666664,47166986.333333336,39686786.047619045,8264050.3787808465,1.4646152186413155,0
4000,ICELAND,52125715,2021-10-01,2021,10,4,0.006473685104818605,50674374.666666664,49653028.166666664,40252191.90909091,8489726.23767168,1.3985754968425723,0
4000,ICELAND,58034092,2021-11-01,2021,11,4,0.11334860346759745,53983415.666666664,50404044.666666664,41025318.0,9085534.965336338,1.8720718223960247,0
4000,ICELAND,60670057,2021-12-01,2021,12,4,0.04542097427836045,56943288.0,53438692.833333336,41843848.791666664,9748731.80147272,1.931144336690984,0
4000,ICELAND,52631046,2022-01-01,2022,1,1,-0.13250376540770348,57111731.666666664,53893053.166666664,42275336.68,9784294.022861041,1.0584012802358398,0
4000,ICELAND,52064989,2022-02-01,2022,2,1,-0.010755191907073303,55122030.666666664,54552723.166666664,42651861.76923077,9776971.047215426,0.9627856301620306,0
4000,ICELAND,63996854,2022-03-01,2022,3,1,0.22917252513008313,56230963.0,56587125.5,43442417.03703704,10430103.194294605,1.970683950107655,0
4000,ICELAND,57108238,2022-04-01,2022,4,2,-0.10763991617462942,57723360.333333336,57417546.0,43930482.071428575,10555932.546393009,1.2483743971132424,0
4000,ICELAND,53115067,2022-05-01,2022,5,2,-0.06992285421238176,58073386.333333336,56597708.5,44247191.89655172,10505093.958190614,0.8441500036783747,0
4000,ICELAND,70191704,2022-06-01,2022,6,2,0.32150269150559474,60138336.333333336,58184649.666666664,45112008.96666667,11357325.488521935,2.208239524233029,0
4000,ICELAND,86374333,2022-07-01,2022,7,3,0.23054902613562422,69893701.33333333,63808530.833333336,46443051.67741936,13401907.69295325,2.979522187246267,0
4000,ICELAND,56361701,2022-08-01,2022,8,3,-0.34747164994026636,70975912.66666667,64524649.5,46753009.46875,13300059.587618763,0.7224547730744668,1
4000,ICELAND,61535653,2022-09-01,2022,9,3,0.09179907469435666,68090562.33333333,64114449.333333336,47200968.36363637,13341129.62464755,1.0744730798417927,0
4000,ICELAND,61511374,2022-10-01,2022,10,4,-0.00039455175684899313,59802909.333333336,64848305.333333336,47621862.64705882,13364707.266714685,1.0392679073138802,0
4000,ICELAND,79014427,2022-11-01,2022,11,4,0.28454986227425194,67353818.0,69164865.33333333,48518793.057142854,14195737.100145383,2.1482247612591268,0
4000,ICELAND,60676412,2022-12-01,2022,12,4,-0.23208438884205285,67067404.333333336,67578983.33333333,48856504.69444445,14137433.885882983,0.8360716238155773,1
4000,ICELAND,57491717,2023-01-01,2023,1,1,-0.05248654122791574,65727518.666666664,62765214.0,49089888.81081081,14011798.46186022,0.5996252523941707,0
4000,ICELAND,52460819,2023-02-01,2023,2,1,-0.08750648376008674,56876316.0,62115067.0,49178597.5,13831966.501872685,0.2372924702756926,0
4000,ICELAND,67171994,2023-03-01,2023,3,1,0.28042213751943135,59041510.0,63054457.166666664,49639966.64102564,13949554.5299079,1.2568162891069836,0
4000,ICELAND,48197492,2023-04-01,2023,4,2,-0.28247638442890355,55943435.0,60835476.833333336,49603904.775,13771441.496632755,-0.1021253131230946,1
4000,ICELAND,52863552,2023-05-01,2023,5,2,0.09681126146563801,56077679.333333336,56476997.666666664,49683408.36585366,13607734.548120152,0.2337011809644437,0
4000,ICELAND,48725601,2023-06-01,2023,6,2,-0.07827606816885857,49928881.666666664,54485195.833333336,49660603.428571425,13441574.687710503,-0.06956048307541592,0
4000,ICELAND,50835248,2023-07-01,2023,7,3,0.04329647981150608,50808133.666666664,53375784.333333336,49687920.744186044,13281799.966970539,0.0863834163040517,0
4000,ICELAND,56651765,2023-08-01,2023,8,3,0.11441897558953573,52070871.333333336,54074275.333333336,49846189.93181818,13168367.489075858,0.5168123591498758,0
4000,ICELAND,62306111,2023-09-01,2023,9,3,0.09980882325555074,56597708.0,53263294.833333336,50123077.06666667,13149709.157910855,0.9264869501698466,0
4000,ICELAND,60082773,2023-10-01,2023,10,4,-0.035684108096555756,59680216.333333336,55244175.0,50339592.19565217,13085439.371463533,0.7445818613928672,0
4000,ICELAND,61266177,2023-11-01,2023,11,4,0.019696228068567967,61218353.666666664,56644612.5,50572072.72340426,13040190.88015129,0.820088016723239,0
4000,ICELAND,55984624,2023-12-01,2023,12,4,-0.08620666832206614,59111191.333333336,57854449.666666664,50684834.208333336,12924352.719113367,0.41006229919963366,0
4000,ICELAND,61139841,2024-01-01,2024,1,1,0.09208272971521603,59463547.333333336,59571881.833333336,50898201.69387755,12875933.938037436,0.7954094324658747,0
4000,ICELAND,55958128,2024-02-01,2024,2,1,-0.08475182328328268,57694197.666666664,59456275.666666664,50999400.22,12763944.104806596,0.38849494633345055,0
4000,ICELAND,76615302,2024-03-01,2024,3,1,0.3691541289587099,64571090.333333336,61841140.833333336,51501672.803921565,13134917.92532166,1.9119745809499171,0
4000,ICELAND,57327680,2024-04-01,2024,4,2,-0.2517463417425412,63300370.0,61381958.666666664,51613711.40384615,13030577.212777652,0.43850464203157385,1
4000,ICELAND,69114811,2024-05-01,2024,5,2,0.20560976826552202,67685931.0,62690064.333333336,51943920.83018868,13126677.567826007,1.308091105391195,0
4000,ICELAND,64396769,2024-06-01,2024,6,2,-0.06826383421637372,63613086.666666664,64092088.5,52174529.12962963,13112218.285783159,0.9321260220036347,0
