CTY_CODE,CTY_NAME,GEN_VAL_MO,time,year,month,quarter,mom_change,rolling_3_month_avg,rolling_6_month_avg,historical_mean,historical_std,deviation_from_avg,high_disruption_risk
7540,CENTRAL AFRICAN REPUBLIC,495,2021-01-01,2021,1,1,-0.9855575655015464,13214.0,25879.333333333332,78072.30769230769,116083.30516873403,-0.6682899627947742,1
7540,CENTRAL AFRICAN REPUBLIC,450,2021-02-01,2021,2,1,-0.09090909090909094,11739.666666666666,23668.166666666668,72527.85714285714,113442.24368228234,-0.6353705181001672,0
7540,CENTRAL AFRICAN REPUBLIC,178821,2021-03-01,2021,3,1,396.38,59922.0,40962.5,79614.06666666667,112708.17919645827,0.8802105937707385,0
7540,CENTRAL AFRICAN REPUBLIC,2423,2021-04-01,2021,4,2,-0.9864501372881261,60564.666666666664,36889.333333333336,74789.625,110583.28028647306,-0.6544083772205855,1
7540,CENTRAL AFRICAN REPUBLIC,4724,2021-05-01,2021,5,2,0.9496491952125465,61989.333333333336,36864.5,70668.11764705883,108411.92969461567,-0.6082736266462193,0
7540,CENTRAL AFRICAN REPUBLIC,78605,2021-06-01,2021,6,2,15.639500423370027,28584.0,44253.0,71109.05555555556,105191.65657781498,0.07125987638477156,0
7540,CENTRAL AFRICAN REPUBLIC,6249,2021-07-01,2021,7,3,-0.9205012403791107,29859.333333333332,45212.0,67695.36842105263,103305.17178094259,-0.5948043777648319,1
7540,CENTRAL AFRICAN REPUBLIC,77249,2021-08-01,2021,8,3,11.361817890862538,54034.333333333336,58011.833333333336,68173.05,100572.56128444357,0.09024280463864305,0
7540,CENTRAL AFRICAN REPUBLIC,1318139,2021-09-01,2021,9,3,16.063508912736733,467212.3333333333,247898.16666666666,127695.23809523809,289844.45219408715,4.107181465414459,0
7540,CENTRAL AFRICAN REPUBLIC,2655,2021-10-01,2021,10,4,-0.997985796642084,466014.3333333333,247936.83333333334,122011.59090909091,284112.6961092089,-0.4201029821744112,1
7540,CENTRAL AFRICAN REPUBLIC,68044,2021-11-01,2021,11,4,24.628625235404897,462946.0,258490.16666666666,119665.17391304347,277808.499795952,-0.18581567500979557,0
7540,CENTRAL AFRICAN REPUBLIC,10081,2021-12-01,2021,12,4,-0.851845864440656,26926.666666666668,247069.5,115099.16666666667,272621.3096822047,-0.38521627964111316,1
7540,CENTRAL AFRICAN REPUBLIC,138,2022-01-01,2022,1,1,-0.9863108818569586,26087.666666666668,246051.0,110500.72,267869.84809037385,-0.41200127892992966,1
7540,CENTRAL AFRICAN REPUBLIC,34644,2022-02-01,2022,2,1,250.04347826086956,14954.333333333334,238950.16666666666,107583.15384615384,262879.06400878594,-0.277462772173124,0
7540,CENTRAL AFRICAN REPUBLIC,20509,2022-03-01,2022,3,1,-0.408007158526729,18430.333333333332,22678.5,104358.18518518518,258318.24098044954,-0.32459645461712167,1
7540,CENTRAL AFRICAN REPUBLIC,2064,2022-04-01,2022,4,2,-0.8993612560339364,19072.333333333332,22580.0,100704.82142857143,254225.51498387955,-0.38800519859238464,1
7540,CENTRAL AFRICAN REPUBLIC,26461,2022-05-01,2022,5,2,11.820251937984496,16344.666666666666,15649.5,98144.68965517242,250024.89931092053,-0.2867062034730772,0
7540,CENTRAL AFRICAN REPUBLIC,39186,2022-06-01,2022,6,2,0.4808964135898115,22570.333333333332,20500.333333333332,96179.4,245912.01565735266,-0.23176338027912025,0
7540,CENTRAL AFRICAN REPUBLIC,38474,2022-07-01,2022,7,3,-0.018169754504159696,34707.0,26889.666666666668,94317.93548387097,242000.7824043737,-0.2307593179205428,0
7540,CENTRAL AFRICAN REPUBLIC,80592,2022-08-01,2022,8,3,1.0947133128866247,52750.666666666664,34547.666666666664,93889.0,238077.91312753328,-0.055851464024204045,0
7540,CENTRAL AFRICAN REPUBLIC,295812,2022-09-01,2022,9,3,2.6704883859440143,138292.66666666666,80431.5,100007.87878787878,236950.10220122788,0.8263517060897329,0
7540,CENTRAL AFRICAN REPUBLIC,4322,2022-10-01,2022,10,4,-0.9853893689235055,126908.66666666667,80807.83333333333,97193.58823529411,233908.66706293428,-0.39704209938619567,1
7540,CENTRAL AFRICAN REPUBLIC,104956,2022-11-01,2022,11,4,23.284127718648772,135030.0,93890.33333333333,97415.37142857142,230446.89721726318,0.03272176220415475,0
7540,CENTRAL AFRICAN REPUBLIC,233344,2022-12-01,2022,12,4,1.2232554594306184,114207.33333333333,126250.0,101191.16666666667,228257.9753735421,0.5789626106911112,0
7540,CENTRAL AFRICAN REPUBLIC,78890,2023-01-01,2023,1,1,-0.6619154552934723,139063.33333333334,132986.0,100588.43243243243,225095.25863849293,-0.0963966658546127,1
7540,CENTRAL AFRICAN REPUBLIC,5455,2023-02-01,2023,2,1,-0.9308530865762454,105896.33333333333,120463.16666666667,98084.92105263157,222568.28402250694,-0.41618652657296173,1
7540,CENTRAL AFRICAN REPUBLIC,8007,2023-03-01,2023,3,1,0.4678276810265811,30784.0,72495.66666666667,95775.23076923077,220093.3832139226,-0.3987772348609104,0
7540,CENTRAL AFRICAN REPUBLIC,4791,2023-04-01,2023,4,2,-0.4016485575121769,6084.333333333333,72573.83333333333,93500.625,217729.123389437,-0.40743114021237864,1
7540,CENTRAL AFRICAN REPUBLIC,386182,2023-05-01,2023,5,2,79.6057190565644,132993.33333333334,119444.83333333333,100639.19512195123,219795.69698122155,1.2991282759391072,0
7540,CENTRAL AFRICAN REPUBLIC,11070,2023-06-01,2023,6,2,-0.9713347592585879,134014.33333333334,82399.16666666667,98506.59523809524,217538.19748231932,-0.4019367460521583,1
7540,CENTRAL AFRICAN REPUBLIC,140818,2023-07-01,2023,7,3,11.720686540198736,179356.66666666666,92720.5,99490.58139534884,215029.686934622,0.19219401373735162,0
7540,CENTRAL AFRICAN REPUBLIC,584035,2023-08-01,2023,8,3,3.147445639051826,245307.66666666666,189150.5,110502.95454545454,224718.6091956674,2.107222215149217,0
7540,CENTRAL AFRICAN REPUBLIC,620939,2023-09-01,2023,9,3,0.06318799387023044,448597.3333333333,291305.8333333333,121845.97777777778,234820.4614597258,2.1254239052239576,0
7540,CENTRAL AFRICAN REPUBLIC,68589,2023-10-01,2023,10,4,-0.8895398742871683,424521.0,301938.8333333333,120688.21739130435,232329.4216863358,-0.22424717891151413,1
7540,CENTRAL AFRICAN REPUBLIC,62763,2023-11-01,2023,11,4,-0.08494073393692869,250763.66666666666,248035.66666666666,119455.76595744681,229945.51098137902,-0.24654869632152893,0
7540,CENTRAL AFRICAN REPUBLIC,116297,2023-12-01,2023,12,4,0.8529547663432278,82549.66666666667,265573.5,119389.95833333333,227486.58687949786,-0.013596222862017365,0
7540,CENTRAL AFRICAN REPUBLIC,314429,2024-01-01,2024,1,1,1.7036724937014713,164496.33333333334,294508.6666666667,123370.3469387755,226822.28797513034,0.8423275100821348,0
7540,CENTRAL AFRICAN REPUBLIC,283493,2024-02-01,2024,2,1,-0.09838787134774463,238073.0,244418.33333333334,126572.8,225635.035554394,0.6954602578205153,0
7540,CENTRAL AFRICAN REPUBLIC,79794,2024-03-01,2024,3,1,-0.7185327327306141,225905.33333333334,154227.5,125655.56862745098,223463.31436540137,-0.20523086197701043,1
7540,CENTRAL AFRICAN REPUBLIC,20741,2024-04-01,2024,4,2,-0.7400681755520465,128009.33333333333,146252.83333333334,123637.98076923077,221739.47067908058,-0.4640444953445012,1
7540,CENTRAL AFRICAN REPUBLIC,24162,2024-05-01,2024,5,2,0.1649390096909502,41565.666666666664,139819.33333333334,121761.07547169812,220021.71219186607,-0.44358838270737827,0
7540,CENTRAL AFRICAN REPUBLIC,7532,2024-06-01,2024,6,2,-0.6882708385067462,17478.333333333332,121691.83333333333,119645.72222222222,218489.81869551868,-0.5131301901918861,1
7540,CENTRAL AFRICAN REPUBLIC,251005,2024-07-01,2024,7,3,32.325146043547534,94233.0,111121.16666666667,122034.07272727272,217180.79915478977,0.5938412961672855,0
7540,CENTRAL AFRICAN REPUBLIC,3416,2024-08-01,2024,8,3,-0.9863907093484193,87317.66666666667,64441.666666666664,119915.89285714286,215780.35831605826,-0.5399003587087519,1
7540,CENTRAL AFRICAN REPUBLIC,159858,2024-09-01,2024,9,3,45.79683840749414,138093.0,77785.66666666667,120616.63157894737,213910.5015566116,0.18344760138233496,0
7540,CENTRAL AFRICAN REPUBLIC,5599,2024-10-01,2024,10,4,-0.9649751654593451,56291.0,75262.0,118633.56896551725,212562.9862597274,-0.5317697636567924,1
7540,CENTRAL AFRICAN REPUBLIC,184395,2024-11-01,2024,11,4,31.933559564207897,116617.33333333333,101967.5,119748.16949152542,210896.42769175395,0.30653354926884935,0
7540,CENTRAL AFRICAN REPUBLIC,87603,2024-12-01,2024,12,4,-0.524916619214187,92532.33333333333,115312.66666666667,119212.41666666667,209142.70841143592,-0.1511380287018329,1
7540,CENTRAL AFRICAN REPUBLIC,25833,2025-01-01,2025,1,1,-0.7051128386014178,99277.0,77784.0,117681.60655737705,207736.87065293916,-0.4421391651308074,1
7540,CENTRAL AFRICAN REPUBLIC,518248,2025-02-01,2025,2,1,19.061471760925947,210561.33333333334,163589.33333333334,124142.35483870968,212214.7814971239,1.8571074191013952,0
7540,CENTRAL AFRICAN REPUBLIC,121438,2025-03-01,2025,3,1,-0.765675892622837,221839.66666666666,157186.0,124099.42857142857,210496.69065230322,-0.012643564909173285,1
7540,CENTRAL AFRICAN REPUBLIC,0,2025-04-01,2025,4,2,-1.0,213228.66666666666,156252.83333333334,122160.375,209394.7874920512,-0.5833974019273871,1
7540,CENTRAL AFRICAN REPUBLIC,156114,2025-05-01,2025,5,2,,92517.33333333333,151539.33333333334,122682.73846153847,207795.13142961846,0.1608856824914828,0
7540,CENTRAL AFRICAN REPUBLIC,35338,2025-06-01,2025,6,2,-0.7736397760610836,63817.333333333336,142828.5,121359.33333333333,206470.6265641553,-0.41662746301883513,1
7540,CENTRAL AFRICAN REPUBLIC,27430,2025-07-01,2025,7,3,-0.22378176467259037,72960.66666666667,143094.66666666666,119957.40298507463,205221.56590681264,-0.45086588525052784,1
7540,CENTRAL AFRICAN REPUBLIC,144677,2025-08-01,2025,8,3,4.274407582938388,69148.33333333333,80832.83333333333,120320.92647058824,203706.361897614,0.11956461890794312,0
7540,CENTRAL AFRICAN REPUBLIC,42044,2025-09-01,2025,9,3,-0.7093940294587253,71383.66666666667,67600.5,119186.47826086957,202422.43837401675,-0.38109647764608534,1
7540,CENTRAL AFRICAN REPUBLIC,146,2025-10-01,2025,10,4,-0.9965274474360194,62289.0,67624.83333333333,117485.9,201453.32683863075,-0.5824669259197305,1
7540,CENTRAL AFRICAN REPUBLIC,3410,2025-11-01,2025,11,4,22.356164383561644,15200.0,42174.166666666664,115879.19718309859,200466.86881952197,-0.561036334060534,0
7540,CENTRAL AFRICAN REPUBLIC,3457,2025-12-01,2025,12,4,0.01378299120234594,2337.6666666666665,36860.666666666664,114317.77777777778,199490.57645929695,-0.5557193715383205,0
7540,CENTRAL AFRICAN REPUBLIC,4320,2026-01-01,2026,1,1,0.24963841481052929,3729.0,33009.0,112810.95890410959,198518.2807566289,-0.546503619165999,0
7540,CENTRAL AFRICAN REPUBLIC,2796,2026-02-01,2026,2,1,-0.35277777777777775,3524.3333333333335,9362.166666666666,111324.27027027027,197568.2401408797,-0.5493204281866466,1
7540,CENTRAL AFRICAN REPUBLIC,5420,2026-03-01,2026,3,1,0.938483547925608,4178.666666666667,3258.1666666666665,109912.21333333333,196609.45187764894,-0.5314709559251474,0
7550,GABON,1879992,2020-01-01,2020,1,1,,1879992.0,1879992.0,1879992.0,,,0
7550,GABON,786887,2020-02-01,2020,2,1,-0.5814413040055489,1333439.5,1333439.5,1333439.5,772941.9580489211,-0.7071067811865475,1
7550,GABON,8491570,2020-03-01,2020,3,1,9.791346152624202,3719483.0,3719483.0,3719483.0,4168732.4676612434,1.1447333300995572,0
7550,GABON,11839349,2020-04-01,2020,4,2,0.3942473535518167,7039268.666666667,5749449.5,5749449.5,5297981.64924886,1.1494753857562752,0
7550,GABON,8933927,2020-05-01,2020,5,2,-0.245403864688844,9754948.666666666,6386345.0,6386345.0,4804127.033752803,0.5302903070841416,1
7550,GABON,1119828,2020-06-01,2020,6,2,-0.8746544492696213,7297701.333333333,5508592.166666667,5508592.166666667,4804831.887141918,-0.9134063937619381,1
7550,GABON,529139,2020-07-01,2020,7,3,-0.5274818990059187,3527631.3333333335,5283450.0,4797241.714285715,4772924.765361162,-0.8942321373386978,1
7550,GABON,10647050,2020-08-01,2020,8,3,19.121461468536623,4098672.3333333335,6926810.5,5528467.75,4878928.303750256,1.0491202024972432,0
7550,GABON,4590421,2020-09-01,2020,9,3,-0.568855128885466,5255536.666666667,6276619.0,5424240.333333333,4574518.434595985,-0.1822747782646054,1
7550,GABON,16657907,2020-10-01,2020,10,4,2.6288407969552248,10631792.666666666,7079712.0,6547607.0,5587540.617477703,1.8094365110072232,0
7550,GABON,9421289,2020-11-01,2020,11,4,-0.4344254053045199,10223205.666666666,7160939.0,6808850.818181818,5371152.650473375,0.4863831568048881,1
7550,GABON,1175998,2020-12-01,2020,12,4,-0.8751765283922401,9085064.666666666,7170300.666666667,6339446.416666667,5373146.639558856,-0.960972920160354,1
7550,GABON,1202127,2021-01-01,2021,1,1,0.022218575201658597,3933138.0,7282465.333333333,5944268.0,5338068.048992538,-0.8883627852767804,0
7550,GABON,9525165,2021-02-01,2021,2,1,6.923592931528865,3967763.3333333335,7095484.5,6200046.357142857,5217179.855062807,0.6373402365322737,0
7550,GABON,15001257,2021-03-01,2021,3,1,0.5749078362422069,8576183.0,8830623.833333334,6786793.733333333,5517140.659855926,1.488898647525361,0
7550,GABON,3709599,2021-04-01,2021,4,2,-0.7527141225565297,9412007.0,6672572.5,6594469.0625,5385295.298691137,-0.5356939410919862,1
7550,GABON,3836959,2021-05-01,2021,5,2,0.03433255184724815,7515938.333333333,5741850.833333333,6432262.588235294,5257005.1929031685,-0.49368480589269575,0
7550,GABON,8097936,2021-06-01,2021,6,2,1.1105088691330818,5214831.333333333,6895507.166666667,6524800.0,5115133.190029848,0.3075454619766842,0
7550,GABON,14882701,2021-07-01,2021,7,3,0.8378388023812489,8939198.666666666,9175602.833333334,6964689.52631579,5327997.040756501,1.4861140899883014,0
7550,GABON,4129834,2021-08-01,2021,8,3,-0.7225077625358461,9036823.666666666,8276381.0,6822946.75,5224489.549258476,-0.5154786366415911,1
7550,GABON,22753763,2021-09-01,2021,9,3,4.509607165808601,13922099.333333334,9568465.333333334,7581557.047619048,6165696.047853992,2.4607450374823014,0
7550,GABON,10792051,2021-10-01,2021,10,4,-0.525702583788009,12558549.333333334,10748874.0,7727488.590909091,6055909.802166598,0.5060449229271072,1
7550,GABON,9554983,2021-11-01,2021,11,4,-0.11462770144433154,14366932.333333334,11701878.0,7806944.869565218,5928933.07925317,0.294831820003435,0
7550,GABON,11309469,2021-12-01,2021,12,4,0.18362000225432107,10552167.666666666,12237133.5,7952883.375,5842520.176256608,0.5745098902081355,0
7550,GABON,2445808,2022-01-01,2022,1,1,-0.7837380340314828,7770086.666666667,10164318.0,7732600.36,5824591.2955606505,-0.9076675240766598,1
7550,GABON,11898929,2022-02-01,2022,2,1,3.8650298796961984,8551402.0,11459167.166666666,7892843.769230769,5765106.756614093,0.6948848303933312,0
7550,GABON,4837049,2022-03-01,2022,3,1,-0.5934887081013762,6393928.666666667,8473048.166666666,7779666.185185186,5683658.870566748,-0.5177328992110608,1
7550,GABON,9580334,2022-04-01,2022,4,2,0.9806154537611671,8772104.0,8271095.333333333,7843975.75,5587784.416481675,0.3107418111691021,0
7550,GABON,57804248,2022-05-01,2022,5,2,5.033635988056366,24073877.0,16312639.5,9566743.75862069,10778597.975778664,4.475304148997592,0
7550,GABON,4318704,2022-06-01,2022,6,2,-0.9252874287024718,23901095.333333332,15147512.0,9391809.1,10634382.653679231,-0.4770474474364369,1
7550,GABON,11459069,2022-07-01,2022,7,3,1.653358276001319,24527340.333333332,16649722.166666666,9458494.903225806,10462231.191176157,0.19121868559561922,0
7550,GABON,81870080,2022-08-01,2022,8,3,6.144566456489615,32549284.333333332,28311580.666666668,11721356.9375,16425126.969017616,4.2708177047775715,0
7550,GABON,14162849,2022-09-01,2022,9,3,-0.8270082428159347,35830666.0,29865880.666666668,11795341.545454545,16172033.078992635,0.14639516522018692,1
7550,GABON,2844575,2022-10-01,2022,10,4,-0.7991523456897691,32959168.0,28743254.166666668,11532083.705882354,15998928.740032434,-0.5430056503811106,1
7550,GABON,11442263,2022-11-01,2022,11,4,3.0224859601170646,9483229.0,21016256.666666668,11529517.4,15761901.781899868,-0.005535778690119659,0
7550,GABON,7110445,2022-12-01,2022,12,4,-0.3785805307918547,7132427.666666667,21481546.833333332,11406765.388888888,15552549.056527106,-0.2762454163155849,1
7550,GABON,8248178,2023-01-01,2023,1,1,0.16000869143914342,8933628.666666666,20946398.333333332,11321398.162162162,15343809.292618057,-0.20029056041778986,0
7550,GABON,1329957,2023-02-01,2023,2,1,-0.8387574807430198,5562860.0,7523044.5,11058465.5,15221580.72390369,-0.6391260327334157,1
7550,GABON,1813895,2023-03-01,2023,3,1,0.3638749222719231,3797343.3333333335,5464885.5,10821425.23076923,15092732.63459754,-0.5968124162036097,0
7550,GABON,7753708,2023-04-01,2023,4,2,3.2746178803072947,3632520.0,6283074.333333333,10744732.3,14905873.558555134,-0.2006607857131138,0
7550,GABON,2292661,2023-05-01,2023,5,2,-0.704314245519692,3953421.3333333335,4758140.666666667,10538584.219512194,14777442.882809034,-0.5580074499293028,1
7550,GABON,3966987,2023-06-01,2023,6,2,0.7302981121064125,4671118.666666667,4234231.0,10382117.61904762,14631298.210848797,-0.4384525916019493,0
7550,GABON,13132313,2023-07-01,2023,7,3,2.3103998072088463,6463987.0,5048253.5,10446075.65116279,14462149.3316957,0.18574260901524284,0
7550,GABON,5845085,2023-08-01,2023,8,3,-0.5549081871563677,7648128.333333333,5800774.833333333,10341507.681818182,14309816.16006422,-0.31421945827415876,1
7550,GABON,9256649,2023-09-01,2023,9,3,0.5836637106218301,9411349.0,7041233.833333333,10317399.711111112,14147194.406743133,-0.07497958115324366,0
7550,GABON,10739951,2023-10-01,2023,10,4,0.1602417894423782,8613895.0,7538941.0,10326585.608695652,13989258.966709647,0.02954876968737491,0
7550,GABON,14026785,2023-11-01,2023,11,4,0.3060380815517687,11341128.333333334,9494628.333333334,10405313.255319148,13846889.194862094,0.26153684728152543,0
7550,GABON,1615631,2023-12-01,2023,12,4,-0.8848181532689066,8794122.333333334,9102735.666666666,10222194.875,13757412.407469062,-0.6255946699924031,1
7550,GABON,2882268,2024-01-01,2024,1,1,0.7839890420523004,6174894.666666667,7394394.833333333,10072400.448979592,13653674.4637728,-0.526607871606806,0
7550,GABON,2181086,2024-02-01,2024,2,1,-0.2432743936372329,2226328.3333333335,6783728.333333333,9914574.16,13559636.269478083,-0.5703315344385462,1
7550,GABON,5897594,2024-03-01,2024,3,1,1.7039713243769388,3653649.3333333335,6223885.833333333,9835809.843137255,13435135.12189171,-0.29312811575078085,0
7550,GABON,11973633,2024-04-01,2024,4,2,1.030257254059876,6684104.333333333,6429499.5,9876921.826923076,13306069.074418832,0.15757555152842928,0
7550,GABON,33054172,2024-05-01,2024,5,2,1.7605800177773947,16975133.0,9600730.666666666,10314228.433962265,13556629.47802035,1.6774039301514059,0
7550,GABON,4768849,2024-06-01,2024,6,2,-0.8557262605156166,16598884.666666666,10126267.0,10211536.222222222,13449315.274436256,-0.40468136192534593,1
7550,GABON,19323948,2024-07-01,2024,7,3,3.0521199140505395,19048989.666666668,12866547.0,10377216.436363636,13380736.992993481,0.6686277122344694,0
7550,GABON,2135425,2024-08-01,2024,8,3,-0.8894933374898338,8742740.666666666,12858936.833333334,10230041.589285715,13304200.80984136,-0.6084256172154271,1
7550,GABON,10232383,2024-09-01,2024,9,3,3.7917313883653136,10563918.666666666,13581401.666666666,10230082.666666666,13184878.216539066,0.0001744675449825865,0
7550,GABON,52287767,2024-10-01,2024,10,4,4.110028328689417,21551858.333333332,20300424.0,10955215.155172413,14187620.115536984,2.913282954310565,0
7550,GABON,24298970,2024-11-01,2024,11,4,-0.5352838456459614,28939706.666666668,18841223.666666668,11181380.491525425,14171660.694970269,0.925621195060802,1
7550,GABON,2603397,2024-12-01,2024,12,4,-0.8928597796532116,26396711.333333332,18480315.0,11038414.1,14094620.632053938,-0.5984564835194721,1
7550,GABON,1458705,2025-01-01,2025,1,1,-0.4396916797553351,9453690.666666666,15502774.5,10881369.68852459,14030388.389487905,-0.6715897255976467,1
7550,GABON,11858231,2025-02-01,2025,2,1,7.129286593245379,5306777.666666667,17123242.166666668,10897125.516129032,13915463.016251264,0.06906744552793787,0
7550,GABON,4322545,2025-03-01,2025,3,1,-0.6354814643094742,5879827.0,16138269.166666666,10792767.095238095,13827617.15557909,-0.4679202513664855,1
7550,GABON,17469349,2025-04-01,2025,4,2,3.0414498865830204,11216708.333333334,10335199.5,10897088.6875,13742799.556959495,0.4782330037820962,0
7550,GABON,43192492,2025-05-01,2025,5,2,1.4724729009649988,21661462.0,13484119.833333334,11393941.046153845,14211248.310406381,2.237562123980427,0
7550,GABON,71503503,2025-06-01,2025,6,2,0.6554613936144273,44055114.666666664,24967470.833333332,12304691.984848484,15924740.1258212,3.7174114332430137,0
7550,GABON,53732482,2025-07-01,2025,7,3,-0.2485335718447249,56142825.666666664,33679767.0,12923017.208955225,16594300.574551608,2.459245848157567,1
7550,GABON,46411850,2025-08-01,2025,8,3,-0.1362422082047131,57215945.0,39438703.5,13415500.044117646,16963297.874085788,1.9451612652684522,0
7550,GABON,119716472,2025-09-01,2025,9,3,1.579437622072811,73286934.66666667,58671024.666666664,14956093.84057971,21149194.404788565,4.953398042229949,0
7550,GABON,76710012,2025-10-01,2025,10,4,-0.35923594540941706,80946111.33333333,68544468.5,15838292.67142857,22255004.323634565,2.7351924287844938,1
7550,GABON,78539712,2025-11-01,2025,11,4,0.023852166781045403,91655398.66666667,74435671.83333333,16721411.253521128,23314855.840671092,2.6514554140472653,0
7550,GABON,78152241,2025-12-01,2025,12,4,-0.004933440550431323,77800655.0,75543794.83333333,17574617.222222224,24255711.943447366,2.497458079936619,0
7550,GABON,41899020,2026-01-01,2026,1,1,-0.4638794810759169,66196991.0,73571551.16666667,17907828.21917808,24254346.777010858,0.989150192391973,1
7550,GABON,24764475,2026-02-01,2026,2,1,-0.4089485863869847,48271912.0,69963655.33333333,18000485.608108107,24100832.302973926,0.2806537677562799,1
7550,GABON,63859736,2026-03-01,2026,3,1,1.5786832145644114,43507743.666666664,60654199.333333336,18611942.28,24516152.561145127,1.8456319199005065,0
7560,CHAD,25021,2020-01-01,2020,1,1,,25021.0,25021.0,25021.0,,,0
7560,CHAD,24288,2020-02-01,2020,2,1,-0.029295391870828524,24654.5,24654.5,24654.5,518.3092706097393,-0.7071067811865476,0
7560,CHAD,342818,2020-03-01,2020,3,1,13.114706851119895,130709.0,130709.0,130709.0,183692.1479895099,1.1546982400799892,0
7560,CHAD,251554,2020-04-01,2020,4,2,-0.26621705978099164,206220.0,160920.25,160920.25,161697.50151105202,0.560514226583799,1
7560,CHAD,315070,2020-05-01,2020,5,2,0.25249449422390424,303147.3333333333,191750.2,191750.2,156083.28091502946,0.7900897474543371,0
7560,CHAD,329023,2020-06-01,2020,6,2,0.04428539689592781,298549.0,214629.0,214629.0,150433.47167967638,0.7604291699362189,0
7560,CHAD,60912,2020-07-01,2020,7,3,-0.8148700850700407,235001.66666666666,220610.83333333334,192669.42857142858,149110.9786119689,-0.883619903765105,1
7560,CHAD,228,2020-08-01,2020,8,3,-0.9962568951930654,130054.33333333333,216600.83333333334,168614.25,153905.81264317845,-1.0940863578063396,1
7560,CHAD,805184,2020-09-01,2020,9,3,3530.5087719298244,288774.6666666667,293661.8333333333,239344.22222222222,256418.96381643548,2.2067001962571284,0
7560,CHAD,223528,2020-10-01,2020,10,4,-0.722388919799698,342980.0,288990.8333333333,237762.6,241805.8490319133,-0.058867889494771224,1
7560,CHAD,892586,2020-11-01,2020,11,4,2.993173114777567,640432.6666666666,385243.5,297292.0,302662.03242461715,1.9668605118095464,0
7560,CHAD,51984,2020-12-01,2020,12,4,-0.9417602337477845,389366.0,339070.3333333333,276849.6666666667,297138.5360511256,-0.7567704601868818,1
7560,CHAD,17791,2021-01-01,2021,1,1,-0.6577600800246229,320787.0,331883.5,256922.07692307694,293421.3954393526,-0.8149749153943446,1
7560,CHAD,86858,2021-02-01,2021,2,1,3.8821314147602717,52211.0,346321.8333333333,244774.64285714287,285550.6598886836,-0.5530249620809968,0
7560,CHAD,763003,2021-03-01,2021,3,1,7.784487324138249,289217.3333333333,339291.6666666667,279323.2,305972.2116064044,1.5807964960628338,0
7560,CHAD,206177,2021-04-01,2021,4,2,-0.7297821895851,352012.6666666667,336399.8333333333,274751.5625,296162.3303210519,-0.23154383754903068,1
7560,CHAD,129448,2021-05-01,2021,5,2,-0.37215111287874014,366209.3333333333,209210.16666666666,266204.29411764705,288915.3276964907,-0.4733438520136644,1
7560,CHAD,43410,2021-06-01,2021,6,2,-0.6646529880724306,126345.0,207781.16666666666,253826.83333333334,285165.86866764154,-0.7378752384233347,1
7560,CHAD,735728,2021-07-01,2021,7,3,15.948352914075098,302862.0,327437.3333333333,279190.05263157893,298369.5419893618,1.5301090866195004,0
7560,CHAD,415762,2021-08-01,2021,8,3,-0.43489713589804924,398300.0,382254.6666666667,286018.65,292012.8157364754,0.44430704067826193,1
7560,CHAD,686125,2021-09-01,2021,9,3,0.6502830946551152,612538.3333333334,369441.6666666667,305071.3333333333,297709.60668549704,1.2799508585197086,0
7560,CHAD,572875,2021-10-01,2021,10,4,-0.16505738750227728,558254.0,430558.0,317244.2272727273,296091.9304239546,0.8633493400554746,0
7560,CHAD,46763,2021-11-01,2021,11,4,-0.9183713724634519,435254.3333333333,416777.1666666667,305484.17391304346,294730.86931110127,-0.8778217718346699,1
7560,CHAD,356686,2021-12-01,2021,12,4,6.627526035540919,325441.3333333333,468989.8333333333,307617.5833333333,288441.8914943915,0.1701154309190237,0
7560,CHAD,7261,2022-01-01,2022,1,1,-0.9796431595296704,136903.33333333334,347578.6666666667,295603.32,288687.8492816997,-0.9988031041744243,1
7560,CHAD,228717,2022-02-01,2022,2,1,30.49938025065418,197554.66666666666,316404.5,293030.76923076925,283159.17043942725,-0.22712938850245395,0
7560,CHAD,877513,2022-03-01,2022,3,1,2.836675892041256,371163.6666666667,348302.5,314678.25925925927,299579.5001665594,1.878749181528834,0
7560,CHAD,81469,2022-04-01,2022,4,2,-0.9071592101769432,395899.6666666667,266401.5,306349.35714285716,297264.627178498,-0.7564988787173241,1
7560,CHAD,6692,2022-05-01,2022,5,2,-0.9178583264800108,321891.3333333333,259723.0,296016.3448275862,297164.4055521498,-0.973617093507561,1
7560,CHAD,417000,2022-06-01,2022,6,2,61.313209802749554,168387.0,269775.3333333333,300049.13333333336,292830.20225835865,0.3993811627513854,0
7560,CHAD,499252,2022-07-01,2022,7,3,0.19724700239808146,307648.0,351773.8333333333,306475.03225806454,290122.8485709095,0.6644666860659837,0
7560,CHAD,770056,2022-08-01,2022,8,3,0.5424194595114291,562102.6666666666,441997.0,320961.9375,296937.56691393926,1.5124191498146138,0
7560,CHAD,716220,2022-09-01,2022,9,3,-0.0699117986224379,661842.6666666666,415114.8333333333,332939.45454545453,300251.15548165364,1.2765331238765714,0
7560,CHAD,331968,2022-10-01,2022,10,4,-0.5364999581134289,606081.3333333334,456864.6666666667,332910.8823529412,295666.9461109777,-0.0031890015618698747,1
7560,CHAD,679759,2022-11-01,2022,11,4,1.0476642326971275,575982.3333333334,569042.5,342820.82857142854,297127.99233905965,1.1339832668612504,0
